球団,リーグ,ポジション,選手,試合,刺殺,補殺,失策,併殺,捕逸,守備率,盗塁阻止率,更新日
ヤクルト,セ,外野手,丸山 和郁,36,72,1,0,0,,1,,2026/08/17
ヤクルト,セ,外野手,モイセエフ ニキータ,1,1,0,0,0,,1,,2026/08/17
ヤクルト,セ,外野手,モンテル,41,48,1,2,0,,0.961,,2026/08/17
ヤクルト,セ,外野手,山野辺 翔,5,2,0,1,0,,0.667,,2026/08/17
ヤクルト,セ,捕手,古賀 優大,66,496,46,0,3,1,1,0.303,2026/08/17
ヤクルト,セ,捕手,鈴木 叶,28,194,18,2,1,0,0.991,0.2,2026/08/17
ヤクルト,セ,捕手,中村 悠平,21,117,10,0,1,1,1,0.182,2026/08/17
ヤクルト,セ,捕手,松本 直樹,3,9,0,0,0,0,1,0,2026/08/17
ヤクルト,セ,捕手,矢野 泰二郎,6,13,2,1,1,0,0.938,0.5,2026/08/17
ヤクルト,セ,投手,飯田 琉斗,1,0,0,0,0,,0,,2026/08/17
ヤクルト,セ,投手,石原 勇輝,7,0,2,0,0,,1,,2026/08/17
ヤクルト,セ,投手,ウォルターズ,9,2,5,0,0,,1,,2026/08/17
ヤクルト,セ,投手,オスナ,1,0,0,0,0,,0,,2026/08/17
ヤクルト,セ,投手,大西 広樹,9,0,1,0,0,,1,,2026/08/17
ヤクルト,セ,投手,大道 温貴,1,0,0,0,0,,0,,2026/08/17
ヤクルト,セ,投手,小川 泰弘,7,2,4,0,0,,1,,2026/08/17
ヤクルト,セ,投手,奥川 恭伸,17,9,13,0,1,,1,,2026/08/17
ヤクルト,セ,投手,キハダ,38,1,2,0,0,,1,,2026/08/17
ヤクルト,セ,投手,木澤 尚文,11,3,0,0,1,,1,,2026/08/17
ヤクルト,セ,投手,小澤 怜史,11,0,2,0,1,,1,,2026/08/17
ヤクルト,セ,投手,阪口 皓亮,21,1,4,1,1,,0.833,,2026/08/17
ヤクルト,セ,投手,清水 昇,34,2,6,0,1,,1,,2026/08/17
ヤクルト,セ,投手,下川 隼佑,3,1,0,0,0,,1,,2026/08/17
ヤクルト,セ,投手,荘司 宏太,23,0,3,0,0,,1,,2026/08/17
ヤクルト,セ,投手,高梨 裕稔,10,3,7,0,0,,1,,2026/08/17
ヤクルト,セ,投手,高橋 奎二,11,1,5,0,0,,1,,2026/08/17
ヤクルト,セ,投手,拓也,7,0,0,0,0,,0,,2026/08/17
ヤクルト,セ,投手,田口 麗斗,14,0,2,1,0,,0.667,,2026/08/17
ヤクルト,セ,投手,西舘 昂汰,1,0,0,0,0,,0,,2026/08/17
ヤクルト,セ,投手,長谷川 宙輝,1,0,1,0,0,,1,,2026/08/17
ヤクルト,セ,投手,廣澤 優,34,0,5,3,0,,0.625,,2026/08/17
ヤクルト,セ,投手,星 知弥,37,2,1,0,0,,1,,2026/08/17
ヤクルト,セ,投手,増居 翔太,5,0,3,0,0,,1,,2026/08/17
ヤクルト,セ,投手,松本 健吾,16,6,5,0,1,,1,,2026/08/17
ヤクルト,セ,投手,丸山 翔大,28,4,5,0,0,,1,,2026/08/17
ヤクルト,セ,投手,山野 太一,18,7,20,2,1,,0.931,,2026/08/17
ヤクルト,セ,投手,吉村 貢司郎,15,3,11,0,0,,1,,2026/08/17
ヤクルト,セ,投手,リランソ,26,1,0,1,0,,0.5,,2026/08/17
中日,セ,一塁手,阿部 寿樹,20,144,12,0,7,,1,,2026/08/17
中日,セ,一塁手,石川 昂弥,13,64,6,0,2,,1,,2026/08/17
中日,セ,一塁手,板山 祐太郎,10,21,1,0,0,,1,,2026/08/17
中日,セ,一塁手,サノー,54,432,29,3,25,,0.994,,2026/08/17
中日,セ,一塁手,高橋 周平,9,43,5,0,3,,1,,2026/08/17
中日,セ,一塁手,福永 裕基,11,17,0,0,3,,1,,2026/08/17
中日,セ,一塁手,ボスラー,31,235,19,3,16,,0.988,,2026/08/17
中日,セ,二塁手,板山 祐太郎,10,13,24,0,5,,1,,2026/08/17
中日,セ,二塁手,田中 幹也,70,131,203,1,32,,0.997,,2026/08/17
中日,セ,二塁手,辻本 倫太郎,6,4,7,0,2,,1,,2026/08/17
中日,セ,二塁手,土田 龍空,10,12,15,1,3,,0.964,,2026/08/17
中日,セ,二塁手,樋口 正修,4,4,8,0,0,,1,,2026/08/17
中日,セ,二塁手,福永 裕基,26,29,75,4,5,,0.963,,2026/08/17
中日,セ,二塁手,山本 泰寛,14,26,25,0,0,,1,,2026/08/17
中日,セ,三塁手,石川 昂弥,61,51,114,2,5,,0.988,,2026/08/17
中日,セ,三塁手,板山 祐太郎,1,0,0,0,0,,0,,2026/08/17
中日,セ,三塁手,高橋 周平,14,4,21,0,1,,1,,2026/08/17
中日,セ,三塁手,土田 龍空,1,0,0,0,0,,0,,2026/08/17
中日,セ,三塁手,福永 裕基,39,22,56,2,3,,0.975,,2026/08/17
中日,セ,三塁手,ボスラー,2,1,3,0,0,,1,,2026/08/17
中日,セ,三塁手,山本 泰寛,9,2,4,0,0,,1,,2026/08/17
中日,セ,遊撃手,田中 幹也,2,1,5,0,0,,1,,2026/08/17
中日,セ,遊撃手,辻本 倫太郎,3,0,2,0,1,,1,,2026/08/17
中日,セ,遊撃手,土田 龍空,5,1,2,0,0,,1,,2026/08/17
中日,セ,遊撃手,村松 開人,105,129,276,15,35,,0.964,,2026/08/17
中日,セ,遊撃手,山本 泰寛,3,2,3,0,1,,1,,2026/08/17
中日,セ,遊撃手,ロドリゲス,2,2,4,0,2,,1,,2026/08/17
中日,セ,外野手,板山 祐太郎,48,58,5,1,1,,0.984,,2026/08/17
中日,セ,外野手,上林 誠知,2,5,0,0,0,,1,,2026/08/17
中日,セ,外野手,鵜飼 航丞,47,61,1,1,0,,0.984,,2026/08/17
中日,セ,外野手,大島 洋平,18,21,0,1,0,,0.955,,2026/08/17
中日,セ,外野手,岡林 勇希,59,141,1,0,0,,1,,2026/08/17
中日,セ,外野手,尾田 剛樹,31,16,0,1,0,,0.941,,2026/08/17
中日,セ,外野手,カリステ,16,23,1,1,0,,0.96,,2026/08/17
中日,セ,外野手,土田 龍空,20,14,0,0,0,,1,,2026/08/17
中日,セ,外野手,花田 旭,21,34,0,0,0,,1,,2026/08/17
中日,セ,外野手,樋口 正修,8,3,0,0,0,,1,,2026/08/17
中日,セ,外野手,ブライト 健太,4,4,0,0,0,,1,,2026/08/17
中日,セ,外野手,福元 悠真,1,0,0,0,0,,0,,2026/08/17
中日,セ,外野手,ボスラー,32,29,1,0,0,,1,,2026/08/17
中日,セ,外野手,細川 成也,108,178,6,1,1,,0.995,,2026/08/17
中日,セ,捕手,石伊 雄太,81,606,42,2,7,5,0.997,0.237,2026/08/17
中日,セ,捕手,石橋 康太,2,2,0,0,0,0,1,0,2026/08/17
中日,セ,捕手,加藤 匠馬,27,130,23,0,1,0,1,0.429,2026/08/17
中日,セ,捕手,木下 拓哉,20,122,13,1,1,0,0.993,0.25,2026/08/17
中日,セ,捕手,味谷 大誠,4,5,0,0,0,0,1,0,2026/08/17
中日,セ,投手,アブレウ,15,1,2,0,0,,1,,2026/08/17
中日,セ,投手,伊藤 茉央,19,1,4,0,0,,1,,2026/08/17
中日,セ,投手,梅野 雄吾,2,2,0,0,0,,1,,2026/08/17
中日,セ,投手,大野 雄大,16,11,23,1,4,,0.971,,2026/08/17
中日,セ,投手,勝野 昌慶,7,0,1,0,0,,1,,2026/08/17
中日,セ,投手,金丸 夢斗,19,6,13,0,2,,1,,2026/08/17
中日,セ,投手,草加 勝,18,0,1,0,0,,1,,2026/08/17
中日,セ,投手,近藤 廉,3,1,2,0,0,,1,,2026/08/17
中日,セ,投手,齋藤 綱記,40,1,4,0,0,,1,,2026/08/17
中日,セ,投手,櫻井 頼之介,10,2,4,1,0,,0.857,,2026/08/17
中日,セ,投手,篠﨑 国忠,3,0,0,0,0,,0,,2026/08/17
中日,セ,投手,清水 達也,6,0,1,0,0,,1,,2026/08/17
中日,セ,投手,杉浦 稔大,11,2,0,0,0,,1,,2026/08/17
中日,セ,投手,髙橋 宏斗,13,3,15,1,1,,0.947,,2026/08/17
中日,セ,投手,仲地 礼亜,4,1,0,0,0,,1,,2026/08/17
中日,セ,投手,中西 聖輝,7,1,2,1,0,,0.75,,2026/08/17
中日,セ,投手,根尾 昂,9,1,0,0,0,,1,,2026/08/17
中日,セ,投手,橋本 侑樹,32,1,4,1,0,,0.833,,2026/08/17
中日,セ,投手,福 敬登,3,0,0,0,0,,0,,2026/08/17
中日,セ,投手,藤嶋 健人,41,2,7,0,0,,1,,2026/08/17
中日,セ,投手,マラー,14,7,11,1,0,,0.947,,2026/08/17
中日,セ,投手,牧野 憲伸,23,2,1,0,0,,1,,2026/08/17
中日,セ,投手,松葉 貴大,3,3,1,0,0,,1,,2026/08/17
中日,セ,投手,松山 晋也,31,1,3,0,0,,1,,2026/08/17
中日,セ,投手,三浦 瑞樹,4,0,2,0,0,,1,,2026/08/17
中日,セ,投手,メヒア,18,1,4,0,0,,1,,2026/08/17
中日,セ,投手,柳 裕也,20,5,9,1,1,,0.933,,2026/08/17
中日,セ,投手,吉田 聖弥,37,1,3,0,0,,1,,2026/08/17
中日,セ,投手,涌井 秀章,8,1,10,0,0,,1,,2026/08/17
ソフトバンク,パ,一塁手,石塚 綜一郎,6,33,2,0,5,,1,,2026/08/17
ソフトバンク,パ,一塁手,川瀬 晃,2,3,0,0,0,,1,,2026/08/17
ソフトバンク,パ,一塁手,栗原 陵矢,39,109,6,0,11,,1,,2026/08/17
ソフトバンク,パ,一塁手,ダウンズ,2,13,1,1,1,,0.933,,2026/08/17
ソフトバンク,パ,一塁手,髙橋 隆慶,1,6,1,0,0,,1,,2026/08/17
ソフトバンク,パ,一塁手,中村 晃,2,11,0,0,1,,1,,2026/08/17
ソフトバンク,パ,一塁手,廣瀨 隆太,18,104,11,0,9,,1,,2026/08/17
ソフトバンク,パ,一塁手,正木 智也,41,264,22,1,30,,0.997,,2026/08/17
ソフトバンク,パ,一塁手,山川 穂高,37,273,12,2,27,,0.993,,2026/08/17
ソフトバンク,パ,二塁手,今宮 健太,13,30,24,1,9,,0.982,,2026/08/17
ソフトバンク,パ,二塁手,川瀬 晃,17,18,40,0,7,,1,,2026/08/17
ソフトバンク,パ,二塁手,庄子 雄大,9,19,26,0,6,,1,,2026/08/17
ソフトバンク,パ,二塁手,野村 勇,3,3,1,0,0,,1,,2026/08/17
ソフトバンク,パ,二塁手,廣瀨 隆太,2,0,3,0,0,,1,,2026/08/17
ソフトバンク,パ,二塁手,牧原 大成,85,153,237,1,51,,0.997,,2026/08/17
ソフトバンク,パ,三塁手,今宮 健太,4,1,4,0,0,,1,,2026/08/17
ソフトバンク,パ,三塁手,川瀬 晃,6,1,4,0,0,,1,,2026/08/17
ソフトバンク,パ,三塁手,栗原 陵矢,97,50,132,9,18,,0.953,,2026/08/17
ソフトバンク,パ,三塁手,庄子 雄大,1,0,0,0,0,,0,,2026/08/17
ソフトバンク,パ,三塁手,野村 勇,35,16,11,3,4,,0.9,,2026/08/17
ソフトバンク,パ,三塁手,廣瀨 隆太,1,0,0,0,0,,0,,2026/08/17
ソフトバンク,パ,遊撃手,今宮 健太,23,37,48,1,13,,0.988,,2026/08/17
ソフトバンク,パ,遊撃手,川瀬 晃,28,32,52,0,13,,1,,2026/08/17
ソフトバンク,パ,遊撃手,庄子 雄大,56,63,113,2,24,,0.989,,2026/08/17
ソフトバンク,パ,遊撃手,野村 勇,28,33,56,2,11,,0.978,,2026/08/17
ソフトバンク,パ,外野手,イヒネ イツア,6,0,0,0,0,,0,,2026/08/17
ソフトバンク,パ,外野手,石塚 綜一郎,1,1,0,0,0,,1,,2026/08/17
ソフトバンク,パ,外野手,川村 友斗,73,30,1,0,0,,1,,2026/08/17
ソフトバンク,パ,外野手,近藤 健介,72,133,1,3,0,,0.978,,2026/08/17
ソフトバンク,パ,外野手,笹川 吉康,9,20,1,0,0,,1,,2026/08/17
ソフトバンク,パ,外野手,周東 佑京,100,243,4,0,1,,1,,2026/08/17
ソフトバンク,パ,外野手,谷川原 健太,44,17,1,1,0,,0.947,,2026/08/17
ソフトバンク,パ,外野手,牧原 大成,22,32,1,0,0,,1,,2026/08/17
ソフトバンク,パ,外野手,正木 智也,36,53,0,1,0,,0.981,,2026/08/17
ソフトバンク,パ,外野手,柳田 悠岐,23,35,0,0,0,,1,,2026/08/17
ソフトバンク,パ,外野手,柳町 達,55,89,0,1,0,,0.989,,2026/08/17
ソフトバンク,パ,外野手,山本 恵大,16,22,1,1,0,,0.958,,2026/08/17
ソフトバンク,パ,捕手,海野 隆司,76,539,56,0,3,4,1,0.464,2026/08/17
ソフトバンク,パ,捕手,谷川原 健太,20,55,13,0,3,0,1,0.273,2026/08/17
ソフトバンク,パ,捕手,山本 祐大,26,188,16,1,2,1,0.995,0.267,2026/08/17
ソフトバンク,パ,捕手,渡邉 陸,14,80,8,1,0,0,0.989,0.167,2026/08/17
ソフトバンク,パ,投手,アルメンタ,2,0,0,0,0,,0,,2026/08/17
ソフトバンク,パ,投手,伊藤 優輔,24,1,5,0,1,,1,,2026/08/17
ソフトバンク,パ,投手,稲川 竜汰,1,0,0,0,0,,0,,2026/08/17
ソフトバンク,パ,投手,岩井 俊介,5,0,1,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,上沢 直之,15,6,6,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,オスナ,38,3,2,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,大江 竜聖,3,0,2,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,大関 友久,10,2,9,0,1,,1,,2026/08/17
ソフトバンク,パ,投手,大竹 風雅,6,1,1,1,0,,0.667,,2026/08/17
ソフトバンク,パ,投手,大津 亮介,17,2,14,0,2,,1,,2026/08/17
ソフトバンク,パ,投手,大野 稼頭央,4,1,0,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,大山 凌,2,0,0,0,0,,0,,2026/08/17
ソフトバンク,パ,投手,尾形 崇斗,10,0,2,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,上茶谷 大河,31,5,10,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,木村 光,33,2,6,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,小林 樹斗,2,2,0,0,1,,1,,2026/08/17
ソフトバンク,パ,投手,徐 若熙,6,1,4,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,スチュワート・ジュニア,14,8,7,1,0,,0.938,,2026/08/17
ソフトバンク,パ,投手,杉山 一樹,40,1,2,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,鈴木 豪太,27,7,3,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,津森 宥紀,36,1,0,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,中村 稔弥,7,2,1,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,藤原 大翔,2,0,0,0,0,,0,,2026/08/17
ソフトバンク,パ,投手,ヘルナンデス,32,3,0,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,北斗,1,0,1,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,前田 純,4,0,1,0,1,,1,,2026/08/17
ソフトバンク,パ,投手,前田 悠伍,13,2,5,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,松本 晴,16,2,11,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,松本 裕樹,43,4,6,0,0,,1,,2026/08/17
ソフトバンク,パ,投手,村上 泰斗,1,0,0,0,0,,0,,2026/08/17
ソフトバンク,パ,投手,モイネロ,1,0,0,0,0,,0,,2026/08/17
日本ハム,パ,一塁手,清宮 幸太郎,93,646,67,8,48,,0.989,,2026/08/17
日本ハム,パ,一塁手,郡司 裕也,8,45,2,0,1,,1,,2026/08/17
日本ハム,パ,一塁手,清水 優心,2,1,0,0,0,,1,,2026/08/17
日本ハム,パ,一塁手,西川 遥輝,2,7,1,0,0,,1,,2026/08/17
日本ハム,パ,一塁手,野村 佑希,14,93,6,0,9,,1,,2026/08/17
日本ハム,パ,一塁手,細川 凌平,10,17,1,0,5,,1,,2026/08/17
日本ハム,パ,一塁手,マルティネス,2,18,2,0,0,,1,,2026/08/17
日本ハム,パ,一塁手,吉田 賢吾,4,26,2,0,4,,1,,2026/08/17
日本ハム,パ,一塁手,レイエス,8,60,6,0,10,,1,,2026/08/17
日本ハム,パ,二塁手,大塚 瑠晏,23,25,46,0,8,,1,,2026/08/17
日本ハム,パ,二塁手,カストロ,15,22,33,2,1,,0.965,,2026/08/17
日本ハム,パ,二塁手,上川畑 大悟,16,23,41,1,10,,0.985,,2026/08/17
日本ハム,パ,二塁手,常谷 拓輝,3,6,4,0,0,,1,,2026/08/17
日本ハム,パ,二塁手,奈良間 大己,68,95,165,4,32,,0.985,,2026/08/17
日本ハム,パ,二塁手,野村 佑希,7,2,10,1,0,,0.923,,2026/08/17
日本ハム,パ,二塁手,細川 凌平,10,6,21,1,3,,0.964,,2026/08/17
日本ハム,パ,二塁手,水野 達稀,6,5,16,0,4,,1,,2026/08/17
日本ハム,パ,二塁手,山縣 秀,11,5,13,2,4,,0.9,,2026/08/17
日本ハム,パ,二塁手,吉田 賢吾,1,0,0,0,0,,0,,2026/08/17
日本ハム,パ,三塁手,有薗 直輝,16,7,16,1,0,,0.958,,2026/08/17
日本ハム,パ,三塁手,大塚 瑠晏,12,1,8,1,0,,0.9,,2026/08/17
日本ハム,パ,三塁手,カストロ,4,1,3,0,0,,1,,2026/08/17
日本ハム,パ,三塁手,上川畑 大悟,4,0,3,0,0,,1,,2026/08/17
日本ハム,パ,三塁手,清宮 幸太郎,5,1,3,2,0,,0.667,,2026/08/17
日本ハム,パ,三塁手,郡司 裕也,61,49,76,10,5,,0.926,,2026/08/17
日本ハム,パ,三塁手,常谷 拓輝,1,0,0,0,0,,0,,2026/08/17
日本ハム,パ,三塁手,奈良間 大己,23,3,11,0,0,,1,,2026/08/17
日本ハム,パ,三塁手,野村 佑希,26,10,22,3,2,,0.914,,2026/08/17
日本ハム,パ,三塁手,細川 凌平,7,2,4,1,0,,0.857,,2026/08/17
日本ハム,パ,三塁手,山縣 秀,18,7,10,0,2,,1,,2026/08/17
日本ハム,パ,遊撃手,大塚 瑠晏,5,4,4,0,0,,1,,2026/08/17
日本ハム,パ,遊撃手,カストロ,1,1,0,0,0,,1,,2026/08/17
日本ハム,パ,遊撃手,上川畑 大悟,2,2,1,0,0,,1,,2026/08/17
日本ハム,パ,遊撃手,奈良間 大己,7,1,11,0,3,,1,,2026/08/17
日本ハム,パ,遊撃手,水野 達稀,99,145,237,10,56,,0.974,,2026/08/17
日本ハム,パ,遊撃手,山縣 秀,15,12,25,0,6,,1,,2026/08/17
日本ハム,パ,外野手,淺間 大基,14,24,1,0,0,,1,,2026/08/17
日本ハム,パ,外野手,五十幡 亮汰,71,89,0,0,0,,1,,2026/08/17
日本ハム,パ,外野手,今川 優馬,2,1,0,0,0,,1,,2026/08/17
日本ハム,パ,外野手,エドポロ ケイン,4,6,0,0,0,,1,,2026/08/17
日本ハム,パ,外野手,カストロ,34,57,1,0,0,,1,,2026/08/17
日本ハム,パ,外野手,清宮 幸太郎,5,5,0,0,0,,1,,2026/08/17
日本ハム,パ,外野手,郡司 裕也,11,26,0,0,0,,1,,2026/08/17
日本ハム,パ,外野手,西川 遥輝,15,25,0,3,0,,0.893,,2026/08/17
日本ハム,パ,外野手,野村 佑希,46,82,1,1,0,,0.988,,2026/08/17
日本ハム,パ,外野手,細川 凌平,39,39,0,1,0,,0.975,,2026/08/17
日本ハム,パ,外野手,マルティネス,7,9,0,0,0,,1,,2026/08/17
日本ハム,パ,外野手,万波 中正,104,148,7,4,2,,0.975,,2026/08/17
日本ハム,パ,外野手,水谷 瞬,38,53,1,0,0,,1,,2026/08/17
日本ハム,パ,外野手,宮崎 一樹,5,10,0,0,0,,1,,2026/08/17
日本ハム,パ,外野手,矢澤 宏太,57,64,1,1,0,,0.985,,2026/08/17
日本ハム,パ,外野手,吉田 賢吾,26,31,0,0,0,,1,,2026/08/17
日本ハム,パ,捕手,梅林 優貴,2,13,0,0,0,0,1,0,2026/08/17
日本ハム,パ,捕手,郡司 裕也,3,7,1,0,0,0,1,1,2026/08/17
日本ハム,パ,捕手,清水 優心,17,57,5,0,0,0,1,1,2026/08/17
日本ハム,パ,捕手,進藤 勇也,45,275,29,0,2,2,1,0.381,2026/08/17
日本ハム,パ,捕手,田宮 裕涼,77,504,37,3,3,0,0.994,0.3,2026/08/17
日本ハム,パ,捕手,マルティネス,1,3,0,1,0,0,0.75,0,2026/08/17
日本ハム,パ,捕手,吉田 賢吾,1,3,0,0,0,1,1,0,2026/08/17
日本ハム,パ,投手,有原 航平,11,7,8,0,2,,1,,2026/08/17
日本ハム,パ,投手,池田 隆英,6,1,0,0,0,,1,,2026/08/17
日本ハム,パ,投手,伊藤 大海,20,8,17,1,1,,0.962,,2026/08/17
日本ハム,パ,投手,上原 健太,32,1,4,0,0,,1,,2026/08/17
日本ハム,パ,投手,大川 慈英,2,0,0,0,0,,0,,2026/08/17
日本ハム,パ,投手,加藤 貴之,18,6,10,0,1,,1,,2026/08/17
日本ハム,パ,投手,金村 尚真,12,2,4,0,0,,1,,2026/08/17
日本ハム,パ,投手,河野 竜生,5,0,1,0,0,,1,,2026/08/17
日本ハム,パ,投手,菊地 大稀,6,2,1,0,0,,1,,2026/08/17
日本ハム,パ,投手,北山 亘基,18,6,11,3,0,,0.85,,2026/08/17
日本ハム,パ,投手,畔柳 亨丞,7,0,0,0,0,,0,,2026/08/17
日本ハム,パ,投手,古林 睿煬,7,0,1,0,0,,1,,2026/08/17
日本ハム,パ,投手,齋藤 友貴哉,17,1,0,0,0,,1,,2026/08/17
日本ハム,パ,投手,柴田 獅子,6,1,0,0,0,,1,,2026/08/17
日本ハム,パ,投手,島本 浩也,38,1,3,0,0,,1,,2026/08/17
日本ハム,パ,投手,清水 大暉,2,0,0,0,0,,0,,2026/08/17
日本ハム,パ,投手,孫 易磊,10,1,0,0,0,,1,,2026/08/17
日本ハム,パ,投手,達 孝太,22,9,14,0,0,,1,,2026/08/17
日本ハム,パ,投手,田中 正義,36,4,3,0,0,,1,,2026/08/17
日本ハム,パ,投手,玉井 大翔,12,1,2,1,1,,0.75,,2026/08/17
日本ハム,パ,投手,生田目 翼,12,0,1,0,0,,1,,2026/08/17
日本ハム,パ,投手,福島 蓮,15,4,4,0,0,,1,,2026/08/17
日本ハム,パ,投手,福谷 浩司,12,0,2,0,0,,1,,2026/08/17
日本ハム,パ,投手,細野 晴希,11,2,11,2,0,,0.867,,2026/08/17
日本ハム,パ,投手,堀 瑞輝,26,1,3,0,0,,1,,2026/08/17
日本ハム,パ,投手,宮西 尚生,1,0,0,0,0,,0,,2026/08/17
日本ハム,パ,投手,矢澤 宏太,1,0,0,0,0,,0,,2026/08/17
日本ハム,パ,投手,柳川 大晟,38,3,4,1,1,,0.875,,2026/08/17
日本ハム,パ,投手,山﨑 福也,13,3,9,0,0,,1,,2026/08/17
日本ハム,パ,投手,山本 拓実,15,1,1,0,0,,1,,2026/08/17
ロッテ,パ,一塁手,池田 来翔,50,150,15,1,10,,0.994,,2026/08/17
ロッテ,パ,一塁手,井上 広大,3,11,1,0,1,,1,,2026/08/17
ロッテ,パ,一塁手,上田 希由翔,17,90,4,1,3,,0.989,,2026/08/17
ロッテ,パ,一塁手,岡 大海,7,27,2,0,1,,1,,2026/08/17
ロッテ,パ,一塁手,ソト,58,405,26,2,37,,0.995,,2026/08/17
ロッテ,パ,一塁手,立松 由宇,1,11,0,0,0,,1,,2026/08/17
ロッテ,パ,一塁手,寺地 隆成,3,7,0,0,0,,1,,2026/08/17
ロッテ,パ,一塁手,宮崎 竜成,1,1,0,0,0,,1,,2026/08/17
ロッテ,パ,一塁手,安田 尚憲,18,109,6,1,9,,0.991,,2026/08/17
ロッテ,パ,一塁手,山口 航輝,8,48,5,2,5,,0.964,,2026/08/17
ロッテ,パ,二塁手,池田 来翔,5,4,5,0,0,,1,,2026/08/17
ロッテ,パ,二塁手,石垣 勝海,1,0,5,0,0,,1,,2026/08/17
ロッテ,パ,二塁手,上田 希由翔,7,4,24,0,5,,1,,2026/08/17
ロッテ,パ,二塁手,小川 龍成,96,192,266,2,52,,0.996,,2026/08/17
ロッテ,パ,二塁手,友杉 篤輝,1,1,0,0,0,,1,,2026/08/17
ロッテ,パ,二塁手,藤岡 裕大,7,14,16,0,3,,1,,2026/08/17
ロッテ,パ,二塁手,宮崎 竜成,9,6,8,0,2,,1,,2026/08/17
ロッテ,パ,二塁手,山﨑 剛,2,1,4,0,1,,1,,2026/08/17
ロッテ,パ,三塁手,池田 来翔,8,0,4,0,0,,1,,2026/08/17
ロッテ,パ,三塁手,石垣 勝海,5,0,0,0,0,,0,,2026/08/17
ロッテ,パ,三塁手,上田 希由翔,21,15,29,2,2,,0.957,,2026/08/17
ロッテ,パ,三塁手,寺地 隆成,65,33,76,5,9,,0.956,,2026/08/17
ロッテ,パ,三塁手,藤岡 裕大,1,0,0,0,0,,0,,2026/08/17
ロッテ,パ,三塁手,宮崎 竜成,21,0,4,0,0,,1,,2026/08/17
ロッテ,パ,三塁手,安田 尚憲,24,13,20,2,1,,0.943,,2026/08/17
ロッテ,パ,三塁手,山﨑 剛,6,4,7,0,3,,1,,2026/08/17
ロッテ,パ,遊撃手,石垣 勝海,2,1,1,0,1,,1,,2026/08/17
ロッテ,パ,遊撃手,小川 龍成,16,9,32,0,5,,1,,2026/08/17
ロッテ,パ,遊撃手,友杉 篤輝,86,120,219,8,32,,0.977,,2026/08/17
ロッテ,パ,遊撃手,藤岡 裕大,1,2,3,0,0,,1,,2026/08/17
ロッテ,パ,遊撃手,宮崎 竜成,5,1,1,0,0,,1,,2026/08/17
ロッテ,パ,遊撃手,山﨑 剛,26,32,55,0,15,,1,,2026/08/17
ロッテ,パ,外野手,愛斗,32,65,2,1,1,,0.985,,2026/08/17
ロッテ,パ,外野手,池田 来翔,1,1,0,0,0,,1,,2026/08/17
ロッテ,パ,外野手,井上 広大,14,26,2,2,0,,0.933,,2026/08/17
ロッテ,パ,外野手,岡 大海,17,18,0,0,0,,1,,2026/08/17
ロッテ,パ,外野手,角中 勝也,1,0,0,0,0,,0,,2026/08/17
ロッテ,パ,外野手,髙部 瑛斗,38,83,0,1,0,,0.988,,2026/08/17
ロッテ,パ,外野手,西川 史礁,97,221,1,2,0,,0.991,,2026/08/17
ロッテ,パ,外野手,藤原 恭大,70,136,4,0,1,,1,,2026/08/17
ロッテ,パ,外野手,山口 航輝,43,78,0,0,0,,1,,2026/08/17
ロッテ,パ,外野手,山本 大斗,49,57,0,1,0,,0.983,,2026/08/17
ロッテ,パ,外野手,和田 康士朗,19,16,0,0,0,,1,,2026/08/17
ロッテ,パ,捕手,佐藤 都志也,90,528,53,4,3,3,0.993,0.286,2026/08/17
ロッテ,パ,捕手,田村 龍弘,2,4,3,0,0,0,1,0.5,2026/08/17
ロッテ,パ,捕手,寺地 隆成,1,0,0,0,0,0,0,0,2026/08/17
ロッテ,パ,捕手,松川 虎生,39,177,20,0,2,3,1,0.364,2026/08/17
ロッテ,パ,投手,東妻 勇輔,1,0,0,0,0,,0,,2026/08/17
ロッテ,パ,投手,石川 柊太,3,0,0,1,0,,0,,2026/08/17
ロッテ,パ,投手,小島 和哉,14,4,6,0,0,,1,,2026/08/17
ロッテ,パ,投手,小野 郁,26,0,2,0,0,,1,,2026/08/17
ロッテ,パ,投手,カスティーヨ,7,0,1,1,0,,0.5,,2026/08/17
ロッテ,パ,投手,唐川 侑己,1,0,0,0,0,,0,,2026/08/17
ロッテ,パ,投手,河村 説人,8,1,3,0,0,,1,,2026/08/17
